"Sr.No","Round ▲▼","Institute ▲▼","PG Program ▲▼","Group ▲▼","Category ▲▼","Max GATE Score ▲▼","Min GATE Score ▲▼"
"6223","Round 3","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Urban & Regional Planning","Group 1","OBC-NCL","389","389"
"6224","Round 3","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Urban & Regional Planning","Group 1","SC","232","232"
"6225","Round 3","National Institute of Technology Hamirpur","Electronics & Communication Engineering (Communications System and Networks)","Group 1","OBC-NCL","338","334"
"6226","Round 3","National Institute of Technology Hamirpur","Electronics & Communication Engineering (Communications System and Networks)","Group 1","OPEN","370","370"
"6227","Round 3","National Institute of Technology Hamirpur","Electronics & Communication Engineering (Communications System and Networks)","Group 1","SC","266","266"
"6228","Round 3","National Institute of Technology Hamirpur","Electronics & Communication Engineering (VLSI Design)","Group 1","OBC-NCL","440","436"
"6229","Round 3","National Institute of Technology Hamirpur","Electronics & Communication Engineering (VLSI Design)","Group 1","EWS","414","397"
"6230","Round 3","National Institute of Technology Hamirpur","Electronics & Communication Engineering (VLSI Design)","Group 1","OPEN","463","456"
"6231","Round 3","National Institute of Technology Hamirpur","Electronics & Communication Engineering (VLSI Design)","Group 1","SC","299","299"
"6232","Round 3","National Institute of Technology Hamirpur","Electronics & Communication Engineering (VLSI Design)","Group 1","ST","241","241"
"6233","Round 3","Indian Institute of Information Technology, Allahabad","M.Tech. ECE with specialization in Microelectronics","Group 1","OPEN","514","514"
"6234","Round 3","Indian Institute of Information Technology, Allahabad","M.Tech. ECE with specialization in Microelectronics","Group 1","SC","334","334"
"6235","Round 3","Indian Institute of Information Technology, Allahabad","M.Tech. ECE with specialization in Microelectronics","Group 1","ST","264","264"
"6236","Round 3","Indian Institute of Information Technology, Allahabad","M.Tech. ECE with specialization in Communication Engineering","Group 1","EWS","373","373"
"6237","Round 3","Indian Institute of Information Technology, Allahabad","M.Tech. ECE with specialization in Communication Engineering","Group 1","OPEN","405","405"
"6238","Round 3","Indian Institute of Information Technology, Allahabad","M.Tech. ECE with specialization in Communication Engineering","Group 1","SC","291","291"
"6239","Round 3","Indian Institute of Information Technology, Allahabad","Dual Degree M.Tech. –PhD in ECE with specialization in Microelectronics","Group 1","OBC-NCL","355","355"
"6240","Round 3","Indian Institute of Information Technology, Allahabad","Dual Degree M.Tech. –PhD in ECE with specialization in Microelectronics","Group 1","OPEN","405","405"
"6241","Round 3","Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group","Group 1","OBC-NCL","604","595"
"6242","Round 3","Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group","Group 1","EWS","592","592"
